id,candidate_length,in_candidates,response,answer
6254,10,True,Doing business as,Doing business as
6255,2,True,United States Patent and Trademark Office,United States Patent and Trademark Office
6256,10,True,National Football League,National Football League
6257,10,True,California,California
6258,10,True,Province of Pennsylvania,Pennsylvania
6259,10,True,Secretary of State,United States Secretary of State
6260,2,True,notInKB,notInKB
6260,2,True,County Clerk,Clerk (municipal official)
6261,10,True,Internal Revenue Service,Internal Revenue Service
6262,2,True,notInKB,notInKB
6262,2,True,Social Security Administration,Social Security number
6263,10,True,Internal Revenue Service,Internal Revenue Service
6264,10,True,Oregon Department of Revenue,Pennsylvania Department of Revenue
6265,1,True,Tax assessment,Tax assessment
6266,7,True,Social Media,Social media
6267,7,True,Social Media,Social media
6268,10,True,Twitter,Twitter
6269,1,True,Pinterest,Pinterest
6270,10,True,Erin Nelson,"Nelson, New Zealand"
6271,10,True,Stanford,Stanford Cardinal football
6272,10,True,Matt Hamilton,"Hamilton, Ontario"
6273,10,True,Facebook,Facebook
6274,2,True,Google Images,Google Images
6275,10,True,Google,Google
6276,10,True,Google,Google
6277,10,True,TinEye,Click consonant
6278,10,True,Google,Google
6279,10,True,Canada,Canada
6280,10,True,Google,Google
6281,10,True,Google,Google
6282,2,True,Cease and Desist,Cease and desist
6283,10,True,Internal Revenue Service,Internal Revenue Service
6284,10,True,Amazon.com,Amazon.com
6285,2,True,notInKB,notInKB
6285,2,True,Articles of Incorporation,Articles of Incorporation
6286,2,True,notInKB,notInKB
6286,2,True,corporations,Articles of Incorporation
6287,10,True,Limited Liability Company,Organization
6288,10,True,Minnesota,Minnesota
6289,10,True,New York,New York City
6290,1,True,SB Nation,SB Nation
6291,10,True,YouTube,YouTube
6292,1,True,Xavier Nady,Xavier Nady
6293,4,True,Xavier Nady,Xavier Nady
6294,10,True,Pittsburgh Pirates,Pittsburgh Pirates
6295,4,True,Xavier Nady,Xavier Nady
6296,4,True,Xavier Nady,Xavier Nady
6297,4,True,Xavier Nady,Xavier Nady
6298,1,True,Ryan Doumit,Ryan Doumit
6299,4,True,Xavier Nady,Xavier Nady
6300,4,True,Ryan Doumit,Ryan Doumit
6301,4,True,Xavier Nady,Xavier Nady
6302,4,True,Xavier Nady,Xavier Nady
6303,4,True,Xavier Nady,Xavier Nady
6304,4,True,Xavier Nady,Xavier Nady
6305,4,True,Ryan Doumit,Ryan Doumit
6306,10,True,Pittsburgh Pirates,Pittsburgh Pirates
6307,4,True,Ryan Doumit,Ryan Doumit
6308,10,True,Yahoo,Yahoo!
6309,2,True,My Yahoo,Yahoo!
6310,2,True,Dave LaRoche,Dave LaRoche
6311,10,True,Zach Duke,Duke Blue Devils men's basketball
6312,4,True,Ryan Doumit,Ryan Doumit
6313,4,True,Xavier Nady,Xavier Nady
6314,10,True,Ian Snell,Ian Snell
6315,4,True,Xavier Nady,Xavier Nady
6316,3,False,nic,LL Cool J
6317,1,True,Carl Hubbell,Carl Hubbell
6318,1,True,Mike Cuellar,Mike Cuellar
6319,10,True,Randy Johnson,Randy Johnson
6320,1,True,Larry Walker,Larry Walker
6321,10,False,nic,Randy Johnson
6322,10,True,Randy Johnson,Randy Johnson
6323,1,True,Nolan Ryan,Nolan Ryan
6324,1,True,Greg Maddux,Greg Maddux
6325,1,True,notInKB,notInKB
6325,1,True,First baseman,First baseman
6326,10,True,Pittsburgh Pirates,Pittsburgh Pirates
6327,4,True,Ryan Doumit,Ryan Doumit
6328,4,True,Xavier Nady,Xavier Nady
6329,4,True,Xavier Nady,Xavier Nady
6330,4,True,Ryan Doumit,Ryan Doumit
6331,4,True,Ryan Doumit,Ryan Doumit
6332,4,False,nic,Ryan Doumit
6333,4,True,Ryan Doumit,Ryan Doumit
6334,1,True,SB Nation,SB Nation
6335,10,True,Pittsburgh Pirates,Pittsburgh Pirates
6336,10,True,Pittsburgh Pirates,Pittsburgh Pirates
6337,1,True,Pirate City,Pirate City
6338,10,False,nic,About Schmidt
6339,10,False,nic,Jack Nicholson
6340,3,True,About Schmidt,Jack Nicholson
6341,10,True,Tanzania,Tanzania
6342,10,True,Nebraska,Nebraska
6343,10,True,Denver,Denver
6344,10,True,Europe,Europe
6345,10,True,New York,New York City
6346,5,True,New York City Police Department,New York City Police Department
6347,1,True,Buju Banton,Buju Banton
6348,1,True,Wayne Wonder,Wayne Wonder
6349,6,True,World War II,World War II
6350,4,True,Hebrides,Hebrides
6351,2,True,notInKB,notInKB
6351,2,True,Ealing Comedies,Ealing Comedies
6352,10,True,New Mexico,New Mexico
6353,2,True,J. Robert Oppenheimer,J. Robert Oppenheimer
6354,10,True,Manhattan Project,Manhattan Project
6355,10,True,Paul Newman,Paul Newman
6356,1,True,Leslie Groves,Leslie Groves
6357,10,True,Manhattan Project,Project
6358,10,False,nic,Leslie Groves
6359,10,True,"Diana, Princess of Wales","Diana, Princess of Wales"
6360,10,True,Partition (2007 film),Partition of India
6361,3,True,Young People,Youth
6362,1,True,Will Turner,Will Turner
6363,1,True,Elizabeth Swann,Elizabeth Swann
6364,3,True,Captain Jack Sparrow,Jack Sparrow
6365,10,False,nic,Will Turner
6366,10,False,nic,Jack Nicholson
6367,10,False,nic,Jack Nicholson
6368,8,True,Davy Jones (Pirates of the Caribbean),Davy Jones (Pirates of the Caribbean)
6369,10,True,Pirates of the Caribbean,Black Pearl
6370,8,True,Davy Jones (Pirates of the Caribbean),Davy Jones (Pirates of the Caribbean)
6371,10,False,nic,Will Turner
6372,10,False,nic,Jack Nicholson
6373,10,False,nic,Jack Nicholson
6374,10,False,nic,Will Turner
6375,8,True,Davy Jones (Pirates of the Caribbean),Davy Jones (Pirates of the Caribbean)
6376,10,True,Flying Dutchman (Pirates of the Caribbean),Flying Dutchman (Pirates of the Caribbean)
6377,8,True,Davy Jones (Pirates of the Caribbean),Davy Jones (Pirates of the Caribbean)
6378,8,True,Davy Jones (Pirates of the Caribbean),Davy Jones (Pirates of the Caribbean)
6379,10,True,Kraken (Pirates of the Caribbean),Kraken (Pirates of the Caribbean)
6380,10,False,nic,Will Turner
6381,8,True,Davy Jones (Pirates of the Caribbean),Davy Jones (Pirates of the Caribbean)
6382,10,False,nic,Jack Nicholson
6383,10,False,nic,Will Turner
6384,8,True,Davy Jones (Pirates of the Caribbean),Davy Jones (Pirates of the Caribbean)
6385,1,True,For sale by owner,For sale by owner
6386,10,True,"Eldorado, Texas","Eldorado, Texas"
6387,1,True,Dallas North Tollway,Dallas North Tollway
6388,10,True,"Frisco, Texas","Frisco, Texas"
6389,3,True,Public Utility Commission,Public utilities commission
6390,10,True,Republic of Texas,Texas
6391,10,True,Eldorado,"Eldorado, Texas"
6392,10,False,nic,San Francisco
6393,10,True,"Frisco, Texas","Frisco, Texas"
6394,10,False,nic,San Francisco
6395,4,False,nic,Public utilities commission
6396,2,True,Oncor Electric Delivery,Energy Future Holdings
6397,10,True,Board,Board of directors
6398,10,True,Eldorado,"Eldorado, Texas"
6399,10,False,nic,San Francisco
6400,3,True,Tax Rate,Tax rate
6401,3,True,Tax Rate,Tax rate
6402,10,True,"Eldorado, Texas","Eldorado, Texas"
6403,10,True,Eldorado,"Eldorado, Texas"
6404,10,False,nic,Third (chord)
6405,2,True,Oncor Electric Delivery,Energy Future Holdings
6406,2,True,Oncor Electric Delivery,Energy Future Holdings
6407,10,True,Eldorado Parkway,"Eldorado, Texas"
6408,10,True,Eldorado Parkway,"Eldorado, Texas"
6409,10,False,nic,San Francisco
6410,10,True,Eldorado,"Eldorado, Texas"
6411,10,False,nic,San Francisco
6412,10,False,nic,San Francisco
6413,10,True,Eldorado Parkway,"Eldorado, Texas"
6414,10,True,"Allen, Texas","Allen, Texas"
6415,2,True,Oncor Electric Delivery,Energy Future Holdings
6416,10,True,"Frisco, Texas","Frisco, Texas"
6417,10,True,"Frisco, Texas","Frisco, Texas"
6418,4,False,nic,Public utilities commission
6419,10,True,Republic of Texas,Texas
6420,10,True,University of Texas at Austin,University of Texas at Austin
6421,2,True,Bachelor's degree,Bachelor's degree
6422,10,True,University of Texas at Austin,Business administration
6423,2,True,Master's degree,Master's degree
6424,2,True,Accounting,Accountant
6425,2,True,PricewaterhouseCoopers,PricewaterhouseCoopers
6426,10,False,nic,Dallas North Tollway
6427,10,True,"Frisco, Texas","Frisco, Texas"
6428,10,True,Frisco City Council,City council
6429,1,True,Pro tempore,Pro tempore
6430,10,True,Multiple listing service,Multiple listing service
6431,1,True,Harvard Graduate School of Design,Harvard Graduate School of Design
6432,10,True,"Cambridge, Massachusetts","Cambridge, Massachusetts"
6433,10,True,Massachusetts,Massachusetts
6434,10,True,"Cambridge, Massachusetts","Cambridge, Massachusetts"
6435,10,True,Massachusetts,Massachusetts
6436,10,True,"Cambridge, Massachusetts","Cambridge, Massachusetts"
6437,10,True,Massachusetts,Massachusetts
6438,10,True,"Cambridge, Massachusetts","Cambridge, Massachusetts"
6439,10,True,Massachusetts,Massachusetts
6440,10,True,"Cambridge, Massachusetts","Cambridge, Massachusetts"
6441,10,True,Massachusetts,Massachusetts
6442,10,True,"Cambridge, Massachusetts","Cambridge, Massachusetts"
6443,10,True,Frances Loeb Library,Massachusetts
6444,10,True,"Cambridge, Massachusetts","Cambridge, Massachusetts"
6445,10,True,Massachusetts,Massachusetts
6446,10,True,"Cambridge, Massachusetts","Cambridge, Massachusetts"
6447,10,True,Massachusetts,Massachusetts
6448,3,True,University of Pretoria Special Collections,Special collections
6449,10,True,Barcelona,FC Barcelona
6450,3,True,Munich,Munich
6451,10,True,United States,United States
6452,1,True,Henry Hobson Richardson,Henry Hobson Richardson
6453,10,True,Harvard Graduate School of Design,Harvard University
6454,1,True,Harvard Graduate School of Design,Harvard Graduate School of Design
6455,10,True,New York,New York City
6456,10,True,Cambridge,"Cambridge, Massachusetts"
6457,10,True,Buenos Aires,Buenos Aires
6458,10,True,University of Cambridge,"Cambridge, Massachusetts"
6459,1,True,Distance education,Distance education
6460,7,True,Trench warfare,Trench
6461,10,True,Vancouver,Vancouver
6462,10,False,nic,Digital data
6463,10,True,United States,United States
6464,10,True,Philadelphia,Philadelphia
6465,8,True,notInKB,notInKB
6465,8,True,Allies of World War II,Allies
6466,10,True,Italian Campaign (World War II),Italy
6467,10,True,Buenos Aires,Buenos Aires
6468,10,True,Chicago,Chicago
6469,10,True,Halloween,Halloween
6470,10,True,Apple Inc.,Apple Inc.
6471,7,True,Gmail,Gmail
6472,10,True,Identity document,Identity document
6473,10,True,AOL,AOL
6474,10,True,ACNielsen,Nielsen ratings
6475,10,True,The New York Times,The New York Times
6476,10,True,The New York Times,The New York Times
6477,1,True,AdSense,AdSense
6478,10,True,New York,New York City
6479,7,True,The New York Times,The New York Times
6480,10,False,nic,AdSense
6481,10,True,Bing,Bing
6482,7,True,The New York Times,The New York Times
6483,10,True,The New York Times,The New York Times
6484,7,True,The New York Times,The New York Times
6485,7,True,The New York Times,The New York Times
6486,10,True,New York Times,New York City
6487,10,True,Time (magazine),Time (magazine)
6488,10,True,The New Yorker,New York City
6489,10,True,Mobile phone,IPhone
6490,10,False,nic,Peter Norton Computing
6491,10,False,nic,Peter Norton Computing
6492,10,True,Sexual intercourse,Sex
6493,9,True,Pornography,Pornography
6494,6,True,Adolescence,Adolescence
6495,10,True,Sexual intercourse,Sex
6496,10,True,YouTube,YouTube
6497,10,False,nic,AdSense
6498,10,True,Facebook,Facebook
6499,10,True,Safari,Safari (web browser)
6500,10,True,Macintosh,Macintosh
6501,10,True,Safari,Safari (web browser)
6502,10,True,YouTube,YouTube
6503,10,False,nic,Peter Norton Computing
6504,1,True,Pampers,Pampers
6505,10,True,Las Vegas,Las Vegas
6506,10,True,Birth,Birth
6507,10,True,New York City,Manhattan
6508,10,True,New York City,New York City
6509,10,True,United Parcel Service,United Parcel Service
6510,10,False,nic,Maya Moore
6511,10,True,"Fresno, California","Fresno County, California"
6512,10,True,"Bakersfield, California","Bakersfield, California"
6513,5,True,Jerry Brown,Jerry Brown
6514,10,True,"Fresno, California","Fresno County, California"
6515,10,True,State legislature (United States),Legislature
6516,10,True,State legislature (United States),Legislature
6517,10,True,"Merced, California","Merced, California"
6518,10,True,"Bakersfield, California","Bakersfield, California"
6519,9,True,"Kings County, California","Kings County, California"
6520,10,True,"Hanford, California","Hanford, California"
6521,2,True,California High-Speed Rail Authority,California High-Speed Rail Authority
6522,10,True,"Fresno, California","Fresno County, California"
6523,10,True,"Bakersfield, California","Bakersfield, California"
6524,10,False,nic,Southern California
6525,10,True,San Francisco Bay Area,San Francisco Bay Area
6526,10,True,Southern California,Southern California
6527,7,True,Palmdale,"Palmdale, California"
6528,10,True,Antelope Valley Line,Antelope Valley
6529,6,True,Interstate 5 in California,Interstate 5
6530,9,True,"Kings County, California","Kings County, California"
6531,10,True,"Fresno, California","Fresno County, California"
6532,10,True,"Bakersfield, California","Bakersfield, California"
6533,2,True,California High-Speed Rail Authority,California High-Speed Rail Authority
6534,1,True,Federal Railroad Administration,Federal Railroad Administration
6535,10,True,Central Valley (California),Central Valley (California)
6536,2,True,California High-Speed Rail Authority,California High-Speed Rail Authority
6537,10,True,Republican Party (United States),Republican Party (United States)
6538,10,True,United States Congress,United States Congress
6539,10,False,nic,Southern California
6540,10,False,nic,The Fresno Bee
6541,1,True,Disqus,Disqus
6542,3,True,Citibank,Citigroup
6543,10,True,Grading (education),Grading (education)
6544,5,True,Citibank,Citigroup
6545,5,True,Citibank,Citigroup
6546,10,True,Technology,Technology
6547,1,True,Branch (banking),Branch (banking)
6548,10,True,Human resources,Human resource management
6549,2,True,Emirati people,United Arab Emirates
6550,10,True,Middle East,Middle East
6551,10,True,Dubai,Dubai
6552,1,True,Injaz,Injaz
6553,5,True,Citibank,Citigroup
6554,5,True,Citibank,Citigroup
6555,1,True,Injaz,Injaz
6556,5,True,Citibank,Citigroup
6557,6,True,Emirati people,United Arab Emirates
6558,1,True,Injaz,Injaz
6559,5,True,Citigroup,Citigroup
6560,5,True,Citigroup,Citigroup
6561,5,True,Citigroup,Citigroup
6562,1,True,Financial literacy,Financial literacy
6563,3,True,Microfinance,Microfinance
6564,1,True,Injaz,Injaz
6565,1,True,Junior Achievement,Junior Achievement
6566,1,True,Injaz,Injaz
6567,1,True,Injaz,Injaz
6568,1,True,Injaz,Injaz
6569,10,True,MENA,MENA
6570,1,True,Injaz,Injaz
6571,5,False,nic,Encore (TV channel)
6572,6,True,Grand Hyatt Dubai,Hyatt
6573,9,True,Dubai Electricity and Water Authority (DEWA),Dewa 19
6574,1,True,Airbus A380,Airbus A380
6575,10,True,Germany,Germany
6576,10,True,Western Hemisphere,Americas
6577,6,True,Emirate,Emirate
6578,10,True,Kuwait,Kuwait
6579,10,True,Arab states of the Persian Gulf,Persian Gulf
6580,10,True,Saudi Arabia,Southern United States
6581,10,True,Saudi Arabia,Saudi Arabia
6582,10,True,Iraq,Iraq
6583,10,True,Iran,Iran
6584,10,True,Portrait photography,Portrait
6585,10,True,Nature photography,Landscape
6586,10,True,Cityscape,Cityscape
6587,3,True,California,California
6588,1,False,Skiing,Winter sport
6589,10,True,Germany,Germany
6590,10,True,Japan,Japan
6591,10,True,Malaysia,Malaysia
6592,10,True,Poland,Poland
6593,10,True,Romania,Romania
6594,10,True,Kingdom of the Netherlands,Netherlands
6595,10,True,New Zealand,New Zealand
6596,10,True,India,India
6597,10,True,Switzerland,Switzerland
6598,10,True,Canada,Canada
6599,10,True,Sweden,Sweden
6600,10,True,Iran,Iran
6601,10,True,Italy,Italy
6602,10,True,Singapore,Singapore
6603,10,True,Belgium,Belgium
6604,10,True,North Korea,North Korea
6605,10,True,Pyongyang,Pyongyang
6606,10,False,nic,Audition (1999 film)
6607,1,True,Eihi Shiina,Eihi Shiina
6608,10,True,Tokyo,Tokyo
6609,10,True,Greater Tokyo Area,Tokyo
6610,10,True,Greater Tokyo Area,Tokyo
6611,10,True,University of Tokyo,Tokyo
6612,10,True,X-Men,X-Men
6613,1,True,Yoshihiro Nishimura,Yoshihiro Nishimura
6614,1,True,Media Blasters,Media Blasters
6615,10,False,nic,Yoshihiro Nishimura
6616,10,False,nic,Yoshihiro Nishimura
6617,1,True,Tak Sakaguchi,Tak Sakaguchi
6618,1,True,Ryuhei Kitamura,Ryuhei Kitamura
6619,10,True,Versus,Versus (film)
6620,10,False,nic,Yoshihiro Nishimura
6621,10,True,Eihi Shiina,Eihi Shiina
6622,4,True,David Cronenberg,David Cronenberg
6623,3,True,Takashi Miike,Takashi Miike
6624,10,False,nic,Yoshihiro Nishimura
6625,10,True,God,God
6626,2,True,Braindead (film),Braindead (film)
6627,10,False,nic,Yoshihiro Nishimura
6628,10,True,Darth Vader,Darth Vader
6629,10,True,Starship Troopers,Starship Troopers (film)
6630,10,False,nic,Yoshihiro Nishimura
6631,10,False,nic,Yoshihiro Nishimura
6632,1,True,Battlefield Baseball,Battlefield Baseball
6633,10,False,nic,Yoshihiro Nishimura
6634,10,False,nic,Yoshihiro Nishimura
6635,10,False,nic,Yoshihiro Nishimura
6636,10,True,Japanese,Japan
6637,10,True,Japanese language,Japan
6638,10,True,Dolby,Dolby Laboratories
6639,10,True,English language,England
6640,10,True,Dolby Digital,Dolby Laboratories
6641,10,True,Japanese language,Japan
6642,10,True,English language,England
6643,10,True,Japanese,Japan
6644,10,True,Australia,Australia
6645,1,True,The Machine Girl,The Machine Girl
6646,1,True,Tokyo Gore Police,Tokyo Gore Police
6647,1,True,The Machine Girl,The Machine Girl
6648,10,True,Australia,Australia
6649,10,True,Australia,Australia
6650,10,True,Fashion,Fashion
6651,10,True,Australia,Australia
6652,1,True,T-shirt,T-shirt
6653,1,True,Indigenous Australian art,Indigenous Australian art
6654,10,True,Australia,Australia
6655,10,True,Outback Steakhouse,Outback
6656,2,True,Fashion,Australiana (single)
6657,10,True,Teddy bear,Bear
6658,10,True,Buffalo,"Buffalo, New York"
6659,2,True,Dog Breed,Dog breed
6660,10,True,Elephant,Elephant
6661,10,True,Rhinoceros,Rhinoceros
6662,10,True,Fairy & Angel,Angel
6663,10,True,Fantasy,Fantasy
6664,10,True,Celtic,Celtic F.C.
6665,10,True,Native Americans in the United States,Race and ethnicity in the United States Census
6666,10,True,New Zealand,New Zealand
6667,8,True,American frontier,American frontier
6668,1,True,Steam locomotive,Steam locomotive
6669,10,True,Koala & Kangaroo,Wombat
6670,10,True,Fox,Fox Broadcasting Company
6671,10,True,Lizard & Crocodile,Australia
6672,1,True,T-shirt,T-shirt
6673,2,True,Koala & Kangaroo,Australiana (single)
6674,1,True,Indigenous Australian art,Indigenous Australian art
6675,10,True,Australian Aboriginal,Indigenous Australians
6676,10,True,Nazi Germany,Germany
6677,7,True,notInKB,notInKB
6677,7,True,White Feather,White feather
6678,7,True,World War II,World War II
6679,10,True,European theatre of World War II,Europe
6680,1,True,Michael Kitchen,Michael Kitchen
6681,10,True,Sussex,Sussex
6682,10,True,"Summers, West Virginia","Summers County, West Virginia"
6683,10,True,Hastings,Hastings
6684,10,True,Nazi Germany,Germany
6685,2,True,Foyle's War (series one),The White Feather
6686,1,True,notInKB,notInKB
6686,1,True,Foyle's War (series one),Foyle's War (series one)
6687,2,False,notInKB,notInKB
6687,2,False,nic,Foyle's War (series one)
6688,10,True,Wales national rugby union team,Wales national rugby union team
6689,10,True,New Zealand national rugby union team,New Zealand
6690,9,True,New Zealand national rugby union team,New Zealand national rugby union team
6691,10,True,European theatre of World War II,Europe
6692,10,True,Wales national rugby union team,Wales national rugby union team
6693,3,True,notInKB,notInKB
6693,3,True,Jonathan Davies (rugby player born 1962),Jonathan Davies (rugby player born 1988)
6694,10,True,Cinderella,Cinderella
6695,10,True,Cinderella (Disney character),Cinderella
6696,10,True,Kingdom of the Netherlands,Monarchy
6697,10,True,Cinderella (Disney character),Cinderella
6698,1,True,Geraldine McEwan,Geraldine McEwan
6699,10,True,Agatha Christie,Agatha Christie
6700,1,True,Miss Marple,Miss Marple
6701,10,True,Miss Marple,Miss Marple
6702,6,True,Agatha Christie's Marple,Miss Marple
6703,6,True,Miss Marple,Miss Marple
6704,10,False,nic,"James Taylor (cricketer, born 1990)"
6705,10,True,Leicestershire,Leicestershire County Cricket Club
6706,10,True,County Championship,Football League Championship
6707,10,True,Winston Churchill,Winston Churchill
6708,10,True,Mecca,Mecca
6709,10,True,Leicestershire County Cricket Club,Leicestershire County Cricket Club
6710,10,True,Kent county cricket teams,Kent County Cricket Club
6711,10,True,Surrey County Cricket Club,Surrey County Cricket Club
6712,10,True,Surrey County Cricket Club,Surrey County Cricket Club
6713,10,True,England cricket team,England cricket team
6714,10,True,England cricket team,England cricket team
6715,10,True,Christmas,Christmas
6716,10,True,England cricket team,England cricket team
6717,1,True,Kevin Pietersen,Kevin Pietersen
6718,10,True,Surrey County Cricket Club,Surrey County Cricket Club
6719,7,True,Kevin Pietersen,Kevin Pietersen
6720,10,True,Warwickshire,Warwickshire County Cricket Club
6721,10,True,England cricket team,England cricket team
6722,1,True,Chris Woakes,Chris Woakes
6723,10,True,Kent County Cricket Club,Kent County Cricket Club
6724,10,True,Durham County Cricket Club,Durham County Cricket Club
6725,10,True,Middlesex County Cricket Club,Middlesex County Cricket Club
6726,5,False,nic,James Tomlinson
6727,10,True,Hampshire county cricket teams,Hampshire County Cricket Club
6728,1,True,James Tomlinson,James Tomlinson
6729,6,False,nic,James Tomlinson
6730,10,True,England cricket team,England cricket team
6731,10,True,James Tomlinson,James Tomlinson
6732,10,True,Somerset,Somerset County Cricket Club
6733,10,True,South African,South Africa
6734,1,True,Vernon Philander,Vernon Philander
6735,9,True,Vernon Philander,Vernon Philander
6736,6,True,2012 Indian Premier League,Indian Premier League
6737,10,True,England cricket team,England cricket team
6738,10,True,Australia national cricket team,Australia national cricket team
6739,10,True,India national cricket team,India national cricket team
6740,10,True,Pakistan national cricket team,Pakistan national cricket team
6741,10,True,Sri Lanka national cricket team,Sri Lanka national cricket team
6742,10,True,Bangladesh,Bangladesh national cricket team
6743,10,True,West Indies,West Indies cricket team
6744,10,True,South Africa national cricket team,South Africa national cricket team
6745,10,True,New Zealand,New Zealand national cricket team
6746,10,True,Kenya national cricket team,Kenya national cricket team
6747,10,True,Europe,Europe
6748,10,True,International Cricket Council,International Cricket Council
6749,5,True,JavaScript,JavaScript
6750,5,True,JavaScript,JavaScript
6751,2,True,Sugar substitute,Sugar substitute
6752,1,True,Calcium caseinate,Calcium caseinate
6753,1,False,Whey protein,Whey protein isolate
6754,2,True,Glycerin,Glycerol
6755,2,True,Coating,Coating
6756,1,True,Maltitol,Maltitol
6757,1,True,notInKB,notInKB
6757,1,True,Cocoa butter,Cocoa butter
6758,1,True,Chocolate liquor,Chocolate liquor
6759,1,True,Casein,Casein
6760,1,True,Flavor,Flavor
6761,10,True,Sodium chloride,Salt
6762,1,True,Rice flour,Rice flour
6763,2,True,Calcium Carbonate,Calcium carbonate
6764,1,True,Peanut flour,Peanut flour
6765,1,True,Flavor,Flavor
6766,1,True,Tricalcium phosphate,Tricalcium phosphate
6767,10,True,Sodium chloride,Salt
6768,2,True,Ascorbic Acid,Ascorbic acid
6769,1,True,Nicotinamide,Nicotinamide
6770,1,True,Zinc oxide,Zinc oxide
6771,1,True,Retinyl palmitate,Retinyl palmitate
6772,1,True,Pantothenic acid,Pantothenic acid
6773,1,True,Pyridoxine,Pyridoxine
6774,2,True,Riboflavin,Riboflavin
6775,1,True,Folic acid,Folic acid
6776,3,True,Biotin,Biotin
6777,1,True,Potassium iodide,Potassium iodide
6778,4,True,Vitamin B12,Vitamin B12
6779,1,True,Absentia (film),Absentia (film)
6780,10,True,Swedish,Sweden
6781,2,True,Let the Right One In (film),Let the Right One In (film)
6782,1,True,Absentia (film),Absentia (film)
6783,10,True,Los Angeles,Louisiana
6784,1,True,Absentia (film),Absentia (film)
6785,1,True,Absentia (film),Absentia (film)
6786,1,True,Absentia (film),Absentia (film)
6787,4,True,Doug Jones (actor),Doug Jones (actor)
6788,10,False,nic,Doug Jones (actor)
6789,1,True,Abe Sapien,Abe Sapien
6790,8,True,Hellboy,Hellboy (film)
6791,1,True,Pan's Labyrinth,Pan's Labyrinth
6792,10,False,nic,Hush (2005 film)
6793,10,True,Buffy the Vampire Slayer,Buffy the Vampire Slayer
6794,10,False,nic,Doug Jones (actor)
6795,1,True,Absentia (film),Absentia (film)
6796,1,True,Absentia (film),Absentia (film)
6797,1,True,Absentia (film),Absentia (film)
6798,1,True,Absentia (film),Absentia (film)
6799,1,True,Guillermo del Toro,Guillermo del Toro
6800,7,True,Mimic (film),Mimic (film)
6801,3,True,Guillermo del Toro,Guillermo del Toro
6802,5,True,Cronos (film),Cronos (film)
6803,1,True,Absentia (film),Absentia (film)
6804,10,True,Foley (filmmaking),Foley (filmmaking)
6805,1,True,Absentia (film),Absentia (film)
6806,1,True,Absentia (film),Absentia (film)
6807,2,True,Kickstarter,Kickstarter
6808,1,True,notInKB,notInKB
6808,1,True,Canon EOS 5D Mark II,Canon EOS 5D Mark II
6809,10,True,Cinematographer,Cinematographer
6810,10,True,Canon Inc.,Canon Inc.
6811,10,True,Canon Inc.,Canon Inc.
6812,10,True,Lens (optics),Lens (optics)
6813,1,True,Steadicam,Steadicam
6814,4,True,Paranormal Activity,Paranormal Activity
6815,1,True,The Blair Witch Project,The Blair Witch Project
6816,1,True,Absentia (film),Absentia (film)
6817,1,True,Absentia (film),Absentia (film)
6818,1,True,Absentia (film),Absentia (film)
6819,4,True,Fangoria,Fangoria
6820,10,True,Las Vegas,Las Vegas
6821,4,True,Southern Nevada,Southern Nevada
6822,10,True,Las Vegas,Las Vegas
6823,4,True,No Child Left Behind Act,No Child Left Behind Act
6824,2,True,Clark County School District,Clark County School District
6825,3,True,Clark County School District,Charleston County School District
6826,10,False,nic,Southern Nevada
6827,10,False,nic,Southern Nevada
6828,1,True,Steven Horsford,Steven Horsford
6829,10,False,nic,Southern Nevada
6830,2,True,Clark County School District,Clark County School District
6831,2,True,Clark County School District,Clark County School District
6832,10,True,"Clark County, Nevada","Clark County, Nevada"
6833,3,False,nic,Clark County School District
6834,3,False,nic,Clark County School District
6835,10,True,"Clark County, Nevada","Clark County, Nevada"
6836,10,True,English language,English language
6837,9,True,ELL,Ell
6838,1,True,Individualized Education Program,Individualized Education Program
6839,10,True,Individualized Education Program,Individualized Education Program
6840,3,False,nic,Clark County School District
6841,10,True,"Clark County, Nevada","Clark County, Nevada"
6842,10,False,nic,Southern Nevada
6843,2,True,Clark County School District,Clark County School District
6844,3,False,nic,Clark County School District
6845,2,True,Clark County School District,Clark County School District
6846,3,False,nic,Clark County School District
6847,3,False,nic,Clark County School District
6848,3,False,nic,Clark County School District
6849,3,True,Sales Tax,Sales tax
6850,1,True,Property tax,Property tax
6851,10,True,Capistrano Unified School District,School district
6852,1,True,Nevada,Nevada
6853,4,True,Jim Gibbons (U.S. politician),Jim Gibbons (U.S. politician)
6854,1,True,Nevada,Nevada
6855,10,True,California,California
6856,2,True,Charter School,Charter school
6857,10,True,"Clark County, Nevada","Clark County, Nevada"
6858,10,True,California,California
6859,10,True,"Clark County, Nevada","Clark County, Nevada"
6860,10,True,"Clark County, Nevada","Clark County, Nevada"
6861,10,True,Jim Gibbons (U.S. politician),Jim Gibbons (U.S. politician)
6862,3,False,nic,State legislature
6863,10,True,Television,Television
6864,4,True,Radio Show,Radio programming
6865,10,True,Fox News Channel,Fox News Channel
6866,6,True,Bill O'Reilly,Bill O'Reilly (political commentator)
6867,10,True,Los Angeles,Los Angeles
6868,1,True,Lee Baca,Lee Baca
6869,10,True,Paris Hilton,Paris Hilton
6870,2,True,Disappearance of Natalee Holloway,Disappearance of Natalee Holloway
6871,10,True,Michael Jackson,Michael Jackson
6872,10,True,Fox News Channel,Fox News Channel
6873,10,True,Michael Jackson,Michael Jackson
